stock_id,stock_name,event_type,event_subtype,event_title,source_name,source_url,announcement_datetime,event_effective_start_date,event_effective_end_date,signal_usable_date,known_before_signal_close,post_close_pre_next_open,raw_payload_hash
3363,上詮,attention,最近六個營業日(含當日)累積之最後成交價跌幅達23.41%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣133元(第一款),最近六個營業日(含當日)累積之最後成交價跌幅達23.41%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣133元(第一款),TPEx attention securities,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,2026-07-01 00:00:00,,,2026-07-01,true,false,sha256:c17468008f00df768b77b85e00399e04d629964f20a477ea3c6b6003f1acc68a
3515,華擎,ex_dividend,,息,TWSE ex-dividend preview,https://openapi.twse.com.tw/v1/exchangeReport/TWT48U_ALL,2026-07-01 00:00:00,2026-07-01,,2026-07-01,true,false,sha256:280a494d38bf37ce71d2becdd31813abcf583f87063a2e35b0581a90f8751c7d
5328,華容,attention,最近六個營業日(含當日)累積之最後成交價漲幅達41.69%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達153.07%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達244.49%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達239.26%(第二款)當日週轉率達14.73%(第四款),最近六個營業日(含當日)累積之最後成交價漲幅達41.69%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達153.07%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達244.49%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達239.26%(第二款)當日週轉率達14.73%(第四款),TPEx attention securities,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,2026-07-01 00:00:00,,,2026-07-01,true,false,sha256:0379b345c199277e7b965d1df90f8600d6590bbdcbf0788ccc40987cddcb7602
5474,聰泰,ex_dividend,,除息,TPEx ex-dividend preview,https://www.tpex.org.tw/openapi/v1/tpex_exright_prepost,2026-07-01 00:00:00,2026-07-01,,2026-07-01,true,false,sha256:66e339c27454deb4de716050c7a730632f9e5b6836d6ed4cde4d10967659bef3
6285,啟碁,ex_dividend,,息,TWSE ex-dividend preview,https://openapi.twse.com.tw/v1/exchangeReport/TWT48U_ALL,2026-07-01 00:00:00,2026-07-01,,2026-07-01,true,false,sha256:525777bd61dd16ad8f08c213b5ed9d2e0604c7b65de8bfefb7785fd6957c1215
8043,蜜望實,attention,最近六個營業日(含當日)之累積週轉率為82.86%，當日週轉率達25.53%(第十款),最近六個營業日(含當日)之累積週轉率為82.86%，當日週轉率達25.53%(第十款),TPEx attention securities,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,2026-07-01 00:00:00,,,2026-07-01,true,false,sha256:fada9140fbbdf1c02aa5f571b34f615176db3d9a42e45544411f9074c2ba9778
8088,品安,ex_dividend,,除息,TPEx ex-dividend preview,https://www.tpex.org.tw/openapi/v1/tpex_exright_prepost,2026-07-01 00:00:00,2026-07-01,,2026-07-01,true,false,sha256:cc5cef68a6e9601ab5d47650cbf536240049289108950c27d2a6ceea9cc631b3
8240,華宏,ex_dividend,,除息,TPEx ex-dividend preview,https://www.tpex.org.tw/openapi/v1/tpex_exright_prepost,2026-07-01 00:00:00,2026-07-01,,2026-07-01,true,false,sha256:e5e84fad7ac2380adfbfefc1639d3538a6c136e428eddcd71f631856c80e1919
8271,宇瞻,ex_dividend,,息,TWSE ex-dividend preview,https://openapi.twse.com.tw/v1/exchangeReport/TWT48U_ALL,2026-07-01 00:00:00,2026-07-01,,2026-07-01,true,false,sha256:5919e3ba0a27fd1887eb5329681e6e155277336b45d48890214062a1cdd54256
8299,群聯,attention,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣213.03元(第十一款),最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣213.03元(第十一款),TPEx attention securities,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,2026-07-01 00:00:00,,,2026-07-01,true,false,sha256:c24a1d2a10ff15dfd574bd46f89eba0bbcc17277e078d1915be351463fbcaccf
8358,金居,attention,當日本益比為112.67、股價淨值比為18.19且為其所屬產業類別股價淨值比之3.69倍、當日週轉率達5.11%、元大證券公司當日買進該有價證券之成交金額達20.96億元，且占當日該有價證券之總成交金額26.61%(第六款),當日本益比為112.67、股價淨值比為18.19且為其所屬產業類別股價淨值比之3.69倍、當日週轉率達5.11%、元大證券公司當日買進該有價證券之成交金額達20.96億元，且占當日該有價證券之總成交金額26.61%(第六款),TPEx attention securities,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,2026-07-01 00:00:00,,,2026-07-01,true,false,sha256:16698f913e8a3d21e8c2fcd6d2dcf1273b0b06d813d73a18a8390f937ea78d9c
